tok,rtvk,rtlik,actual_name,date,date_start,date_end,date_type,date_entered,date_modified,grid,grid_ref_type,grid_ref_release_res,location,count,abundance,recorder,determiner,determination_type,record_type,survey,source_meta_data,ring_number,note,verification_level,date_formatted,easting_centred,northing_centred,easting_min,northing_min,easting_max,northing_max,grid_ref_10m_sq,grid_ref_100m_sq,grid_ref_1km_sq,grid_ref_10km_sq,lat,lon,resolution,geom_point,geom_poly,geom_mobile,updated_at,created_at,vc,ua,lrc_array
LC0002150001BLQG,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,08/09/2021,08/09/2021,08/09/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,08/09/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLRT,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,11/09/2021,11/09/2021,11/09/2021,D,28/02/2022,28/02/2022,ST14307137,Imported,NULL,Location 1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,11/09/2021,314305,171375,314300,171370,314310,171380,ST14307137,ST143713,ST1471,ST17,51.43486883,-3.234189932,10,0101000020346C000000000000042F13410000000078EB0441,0103000020346C0000010000000500000000000000F02E13410000000050EB044100000000F02E134100000000A0EB044100000000182F134100000000A0EB044100000000182F13410000000050EB044100000000F02E13410000000050EB0441,0103000020346C0000010000002100000000000000EC3213410000000078EB0441F22208C9D83213410D50C1D1F1E90441EC0A29E19F3213412E2715A27AE804410983387843321341EB6A0ADC20E704410803561BC7311341F0F953C9F1E504418ACAFA912F311341EEF98E0FF9E40441696CF5AE8230134129EAAD3D40E40441F9571F17C72F13411CBAEF6DCEE3044100000000042F134100000000A8E3044107A8E0E8402E13411CBAEF6DCEE3044197930A51852D134129EAAD3D40E404417635056ED82C1341EEF98E0FF9E40441F8FCA9E4402C1341F0F953C9F1E50441F77CC787C42B1341EB6A0ADC20E7044114F5D61E682B13412E2715A27AE804410EDDF7362F2B13410D50C1D1F1E90441000000001C2B13410000000078EB04410EDDF7362F2B1341F3AF3E2EFEEC044114F5D61E682B1341D2D8EA5D75EE0441F77CC787C42B13411595F523CFEF0441F8FCA9E4402C13411006AC36FEF004417635056ED82C1341120671F0F6F1044197930A51852D1341D71552C2AFF2044107A8E0E8402E1341E445109221F3044100000000042F13410000000048F30441F9571F17C72F1341E445109221F30441696CF5AE82301341D81552C2AFF204418ACAFA912F311341120671F0F6F104410803561BC73113411006AC36FEF0044109833878433213411595F523CFEF0441EC0A29E19F321341D2D8EA5D75EE0441F22208C9D8321341F3AF3E2EFEEC044100000000EC3213410000000078EB0441,20/12/2023 18:13,20/12/2023 18:13,{41},"{138,181}",{3}
LC0002150001BLSI,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,16/06/2021,16/06/2021,16/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,16/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLSO,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,17/06/2021,17/06/2021,17/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,17/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLSU,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,18/06/2021,18/06/2021,18/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,18/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLT1,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,20/06/2021,20/06/2021,20/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,20/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLT5,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,21/06/2021,21/06/2021,21/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,21/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLTA,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,22/06/2021,22/06/2021,22/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,22/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLTF,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,23/06/2021,23/06/2021,23/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,23/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLTK,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,24/06/2021,24/06/2021,24/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,24/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLTP,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,25/06/2021,25/06/2021,25/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,25/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLTU,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,26/06/2021,26/06/2021,26/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,26/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
LC0002150001BLU0,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,27/06/2021,27/06/2021,27/06/2021,D,28/02/2022,28/02/2022,ST21099760,Imported,NULL,Location 2,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,27/06/2021,321095,197605,321090,197600,321100,197610,ST21099760,ST210976,ST2197,ST29,51.6716538,-3.142424763,10,0101000020346C0000000000001C99134100000000281F0841,0103000020346C00000100000005000000000000000899134100000000001F0841000000000899134100000000501F0841000000003099134100000000501F0841000000003099134100000000001F0841000000000899134100000000001F0841,0103000020346C0000010000002100000000000000049D134100000000281F0841F22208C9F09C13410D50C1D1A11D0841EC0A29E1B79C13412E2715A22A1C0841098338785B9C1341EB6A0ADCD01A08410803561BDF9B1341F0F953C9A11908418ACAFA91479B1341EEF98E0FA9180841696CF5AE9A9A134129EAAD3DF0170841F9571F17DF9913411CBAEF6D7E170841000000001C991341000000005817084107A8E0E8589813411CBAEF6D7E17084197930A519D97134129EAAD3DF01708417635056EF0961341EEF98E0FA9180841F8FCA9E458961341F0F953C9A1190841F77CC787DC951341EB6A0ADCD01A084114F5D61E809513412E2715A22A1C08410EDDF736479513410D50C1D1A11D0841000000003495134100000000281F08410EDDF73647951341F3AF3E2EAE20084114F5D61E80951341D2D8EA5D25220841F77CC787DC9513411595F5237F230841F8FCA9E4589613411006AC36AE2408417635056EF0961341120671F0A625084197930A519D971341D71552C25F26084107A8E0E858981341E4451092D1260841000000001C99134100000000F8260841F9571F17DF991341E4451092D1260841696CF5AE9A9A1341D81552C25F2608418ACAFA91479B1341120671F0A62508410803561BDF9B13411006AC36AE240841098338785B9C13411595F5237F230841EC0A29E1B79C1341D2D8EA5D25220841F22208C9F09C1341F3AF3E2EAE20084100000000049D134100000000281F0841,20/12/2023 18:13,20/12/2023 18:13,{35},"{141,181}",{3}
